4,6
11
5,0.8,0.85,5,1,1,5,1,1,5,1,1
6,0.9,0.95,6,1,1,6,1,1,6,1,1
7,1,1,7,1,1,7,1,1,7,1,1
8,1,1,8,1,1,8,1,1,8,1,1
9,1,1,9,1,1,9,1,1,9,1,1
10,1,1,10,1,1,10,1,1,10,1,1
151
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,1,0,0,1,0,0
2,5.00E-010,3.59E-014,2,0.000000016,0.000000003,2,6.43E-009,2.11E-009,2,3.37E-014,3.37E-014
3,8.50E-009,2.33E-012,3,0.000000272,5.06E-008,3,1.09E-007,3.58E-008,3,2.19E-012,2.19E-012
4,0.000000049,2.85E-011,4,0.000001568,2.92E-007,4,6.30E-007,2.06E-007,4,2.68E-011,2.68E-011
5,0.000000177,1.76E-010,5,0.000005664,1.05E-006,5,2.28E-006,7.46E-007,5,1.65E-010,1.65E-010
6,4.89E-007,7.37E-010,6,1.57E-005,2.91E-006,6,0.000006295,2.06E-006,6,6.92E-010,6.92E-010
7,1.14E-006,2.41E-009,7,3.64E-005,0.000006768,7,1.46E-005,4.79E-006,7,2.26E-009,2.26E-009
8,0.000002338,6.64E-009,8,7.48E-005,1.39E-005,8,3.01E-005,9.85E-006,8,6.23E-009,6.23E-009
9,0.000004386,1.61E-008,9,0.0001403424,2.61E-005,9,5.64E-005,1.85E-005,9,1.51E-008,1.51E-008
10,7.67E-006,3.51E-008,10,0.0002452986,4.56E-005,10,9.86E-005,3.23E-005,10,0.000000033,0.000000033
11,1.27E-005,7.11E-008,11,0.0004052474,7.54E-005,11,0.0001628792,5.34E-005,11,6.67E-008,6.67E-008
12,2.00E-005,1.35E-007,12,0.0006393827,0.0001189137,12,0.000257002,8.42E-005,12,1.26E-007,1.26E-007
13,3.04E-005,0.000000242,13,0.0009708946,0.0001805932,13,0.0003902926,0.0001279076,13,2.27E-007,2.27E-007
14,4.46E-005,4.15E-007,14,0.001427328,0.000265542,14,0.0005738534,0.0001880761,14,3.90E-007,3.90E-007
15,6.38E-005,6.86E-007,15,0.0020409271,0.0003797911,15,0.000820699,0.0002690002,15,6.44E-007,6.44E-007
16,8.92E-005,0.000001095,16,0.0028489612,0.00053033,16,0.0011459021,0.0003756327,16,1.03E-006,1.03E-006
17,0.0001219166,1.70E-006,17,0.0038940246,0.0007251748,17,0.0015667334,0.0005136558,17,1.59E-006,1.59E-006
18,0.0001636712,2.56E-006,18,0.0052243027,0.0009734358,18,0.0021027972,0.0006895289,18,2.41E-006,2.41E-006
19,0.0002161493,3.79E-006,19,0.0068937933,0.0012853834,19,0.0027761589,0.0009105369,19,0.000003554,0.000003554
20,0.0002812936,5.48E-006,20,0.008962473,0.0016725112,20,0.0036114642,0.0011848363,20,5.14E-006,5.14E-006
21,0.000361268,7.78E-006,21,0.0114963924,0.0021475979,21,0.0046360457,0.0015215014,21,0.000007298,0.000007298
22,0.0004584688,1.09E-005,22,0.0145676858,0.0027247651,22,0.0058800158,0.0019305674,22,1.02E-005,1.02E-005
23,0.0005755365,1.49E-005,23,0.0182544765,0.0034195316,23,0.0073763415,0.0024230731,23,1.40E-005,1.40E-005
24,0.000715367,2.02E-005,24,0.0226406567,0.0042488627,24,0.0091608983,0.0030110999,24,1.90E-005,1.90E-005
25,0.0008811229,2.71E-005,25,0.0278155209,0.0052312149,25,0.0112724977,0.0037078088,25,2.54E-005,2.54E-005
26,0.0010762448,3.59E-005,26,0.0338732286,0.0063865724,26,0.0137528858,0.004527474,26,3.37E-005,3.37E-005
27,0.0013044615,4.70E-005,27,0.0409120723,0.0077364769,27,0.0166467045,0.0054855119,27,4.41E-005,4.41E-005
28,0.001569801,6.09E-005,28,0.0490335257,0.0093040474,28,0.0200014135,0.0065985056,28,5.72E-005,5.72E-005
29,0.0018766005,0.000078201,29,0.058341049,0.0111139898,29,0.0238671636,0.0078842248,29,7.34E-005,7.34E-005
30,0.0022295164,9.96E-005,30,0.0689386304,0.0131925935,30,0.028296617,0.0093616378,30,9.35E-005,9.35E-005
31,0.0026335334,0.0001257493,31,0.0809290467,0.0155677142,31,0.0333447068,0.0110509173,31,0.0001180308,0.0001180308
32,0.0030939738,0.0001576249,32,0.0944118319,0.0182687403,32,0.0390683291,0.0129734379,32,0.00014795,0.00014795
33,0.0036165056,0.000196188,33,0.1094809515,0.0213265413,33,0.0455259613,0.0151517634,33,0.0001841463,0.0001841463
34,0.00420715,0.0002425688,34,0.1262221918,0.0247733957,34,0.0527771991,0.0176096238,34,0.0002276807,0.0002276807
35,0.0048722891,0.0002980449,35,0.1447102849,0.0286428963,35,0.0608822072,0.0203718813,35,0.0002797522,0.0002797522
36,0.0056186711,0.0003640556,36,0.1650058097,0.0329698304,36,0.0699010773,0.0234644814,36,0.0003417122,0.0003417122
37,0.0064534164,0.0004422165,37,0.1871519262,0.037790033,37,0.0798930909,0.0269143909,37,0.0004150771,0.0004150771
38,0.0073840213,0.0005343352,38,0.2111710215,0.04314021,38,0.0909158829,0.0307495188,38,0.0005015438,0.0005015438
39,0.0084183612,0.0006424278,39,0.2370613703,0.0490577302,39,0.1030245071,0.0349986206,39,0.0006030048,0.0006030048
40,0.0095646922,0.0007687358,40,0.2647939341,0.0555803823,40,0.1162704049,0.0396911831,40,0.0007215647,0.0007215647
41,0.0108316519,0.0009157449,41,0.2943094469,0.062746097,41,0.1307002834,0.0448572888,41,0.0008595569,0.0008595569
42,0.0122282577,0.0010862033,42,0.3255159525,0.0705926313,42,0.1463549118,0.0505274593,42,0.0010195617,0.0010195617
43,0.0137639045,0.001283142,43,0.358286976,0.0791572144,43,0.1632678492,0.0567324748,43,0.0012044249,0.0012044249
44,0.0154483591,0.0015098956,44,0.3924605143,0.0884761541,44,0.1814641218,0.0635031706,44,0.0014172777,0.0014172777
45,0.0172917545,0.0017701235,45,0.4278390317,0.0985844048,45,0.2009588737,0.0708702076,45,0.0016615563,0.0016615563
46,0.0193045799,0.0020678322,46,0.4641906282,0.1095150957,46,0.2217560174,0.0788638185,46,0.0019410234,0.0019410234
47,0.02149767,0.0024073988,47,0.5012515179,0.1212990243,47,0.2438469201,0.0875135267,47,0.0022597898,0.0022597898
48,0.0238821908,0.0027935944,48,0.5387299097,0.1339641139,48,0.2672091642,0.0968478402,48,0.002622337,0.002622337
49,0.0264696228,0.0032316087,49,0.5763113196,0.1475348425,49,0.2918054249,0.1068939199,49,0.0030335403,0.0030335403
50,0.0292717419,0.0037270751,50,0.6136652658,0.162031646,50,0.3175825139,0.1176772236,50,0.0034986923,0.0034986923
51,0.0323005957,0.0042860962,51,0.6504532099,0.1774703032,51,0.3444706414,0.1292211264,51,0.0040235276,0.0040235276
52,0.0355684784,0.0049152695,52,0.6863375105,0.1938613109,52,0.3723829455,0.1415465217,52,0.0046142467,0.0046142467
53,0.0390879002,0.0056217142,53,0.7209910593,0.2112092582,53,0.4012153451,0.1546714039,53,0.0052775417,0.0052775417
54,0.0428715548,0.0064130967,54,0.7541071815,0.2295122114,54,0.4308467622,0.168610437,54,0.0060206209,0.0060206209
55,0.0469322815,0.0072976578,55,0.7854093155,0.2487611224,55,0.4611397593,0.1833745147,55,0.0068512343,0.0068512343
56,0.0512830242,0.0082842382,56,0.8146599394,0.2689392749,56,0.4919416253,0.1989703162,56,0.0077776986,0.0077776986
57,0.0559367859,0.009382304,57,0.8416682129,0.290021784,57,0.5230859348,0.215399865,57,0.0088089216,0.0088089216
58,0.0609065785,0.0106019721,58,0.8662958348,0.3119751655,58,0.5543945878,0.2326600975,58,0.0099544267,0.0099544267
59,0.0662053693,0.0119540336,59,0.8884607036,0.3347569933,59,0.585680322,0.2507424501,59,0.0112243762,0.0112243762
60,0.0718460209,0.0134499767,60,0.9081380921,0.3583156612,60,0.6167496664,0.2696324729,60,0.0126295934,0.0126295934
61,0.0778412291,0.0151020071,61,0.9253592099,0.3825902692,61,0.6474062865,0.2893094813,61,0.0141815835,0.0141815835
62,0.0842034537,0.0169230672,62,0.9402072141,0.4075106489,62,0.6774546453,0.3097462547,62,0.0158925526,0.0158925526
63,0.0909448462,0.0189268519,63,0.9528109169,0.432997546,63,0.7067038843,0.3309087927,63,0.0177754244,0.0177754244
64,0.098077173,0.0211278216,64,0.9633366195,0.458962972,64,0.734971808,0.3527561417,64,0.0198438546,0.0198438546
65,0.1056117328,0.0235412117,65,0.9719786421,0.4853107375,65,0.7620888366,0.3752403011,65,0.0221122415,0.0221122415
66,0.1135592715,0.0261830375,66,0.9789492138,0.5119371728,66,0.787901783,0.3983062208,66,0.0245957335,0.0245957335
67,0.1219298916,0.0290700948,67,0.9844684137,0.5387320404,67,0.812277303,0.4218918991,67,0.027310232,0.027310232
68,0.130732959,0.0322199533,68,0.9887548183,0.5655796362,68,0.8351048694,0.445928591,68,0.0302723893,0.0302723893
69,0.1399770055,0.0356509457,69,0.992017409,0.5923600717,69,0.8562991352,0.4703411335,69,0.0334996007,0.0334996007
70,0.1496696291,0.0393821473,70,0.9944491412,0.6189507231,70,0.8758015679,0.4950483932,70,0.0370099904,0.0370099904
71,0.1598173916,0.0434333489,71,0.9962224003,0.645227826,71,0.8935812672,0.5199638408,71,0.04082239,0.04082239
72,0.1704257141,0.0478250199,72,0.9974863781,0.6710681893,72,0.9096349149,0.5449962504,72,0.0449563091,0.0449563091
73,0.1814987723,0.0525782608,73,0.998366237,0.6963509928,73,0.9239858464,0.5700505236,73,0.0494318957,0.0494318957
74,0.193039391,0.0577147453,74,0.9989637894,0.7209596303,74,0.9366822785,0.5950286307,74,0.0542698886,0.0542698886
75,0.2050489386,0.0632566494,75,0.9993593376,0.7447835522,75,0.9477947715,0.6198306589,75,0.0594915567,0.0594915567
76,0.2175272248,0.0692265675,76,0.9996142796,0.7677200594,76,0.9574130473,0.644355955,76,0.0651186278,0.0651186278
77,0.2304723992,0.0756474136,77,0.9997741056,0.7896759976,77,0.9656423167,0.6685043442,77,0.0711732032,0.0711732032
78,0.2438808549,0.0825423073,78,0.9998714588,0.8105693005,78,0.972599296,0.6921774043,78,0.0776776592,0.0776776592
79,0.2577471368,0.089934443,79,0.999929012,0.8303303318,79,0.9784081057,0.7152797701,79,0.084654533,0.084654533
80,0.2720638561,0.0978469412,80,0.9999619968,0.8489029813,80,0.9831962453,0.7377204415,80,0.0921263925,0.0921263925
81,0.2868216124,0.1063026822,81,0.9999803019,0.8662454735,81,0.9870908226,0.7594140643,81,0.1001156892,0.1001156892
82,0.3020089259,0.1153241196,82,0.9999901268,0.8823308588,82,0.9902151954,0.7802821536,82,0.1086445939,0.1086445939
83,0.3176121788,0.1249330747,83,0.9999952206,0.8971471643,83,0.9926861448,0.800254227,83,0.1177348135,0.1177348135
84,0.3336155696,0.1351505107,84,0.9999977685,0.9106971962,84,0.9946116611,0.8192688168,84,0.1274073888,0.1274073888
85,0.3500010814,0.1459962862,85,0.9999989964,0.9229979947,85,0.996089377,0.8372743325,85,0.1376824741,0.1376824741
86,0.3667484638,0.1574888899,86,0.9999995659,0.9340799591,86,0.9972056423,0.8542297451,86,0.1485790969,0.1485790969
87,0.3838352329,0.1696451547,87,0.9999998196,0.9439856714,87,0.9980351934,0.8701050735,87,0.1601148991,0.1601148991
88,0.4012366878,0.1824799545,88,0.9999999281,0.9527684595,88,0.9986413413,0.8848816527,88,0.1723058602,0.1723058602
89,0.4189259465,0.1960058841,89,0.9999999725,0.960490751,89,0.9990765811,0.8985521759,89,0.1851660036,0.1851660036
90,0.4368740023,0.2102329244,90,0.99999999,0.9672222773,90,0.9993835126,0.9111205045,90,0.1987070872,0.1987070872
91,0.4550498005,0.2251680962,91,0.9999999965,0.9730381924,91,0.9995959642,0.9226012498,91,0.2129382812,0.2129382812
92,0.4734203377,0.2408151054,92,0.9999999988,0.9780171721,92,0.9997402158,0.9330191378,92,0.2278658352,0.2278658352
93,0.4919507826,0.2571739846,93,0.9999999996,0.9822395605,93,0.999836234,0.9424081756,93,0.2434927381,0.2434927381
94,0.5106046196,0.2742407348,94,0.9999999999,0.9857856217,94,0.9998988496,0.9508106441,94,0.2598183751,0.2598183751
95,0.5293438155,0.2920069747,95,1,0.9887339526,95,0.9999388279,0.9582759488,95,0.2768381862,0.2768381862
96,0.5481290074,0.310459602,96,1,0.9911600985,96,0.9999638022,0.9648593643,96,0.2945433322,0.2945433322
97,0.5669197123,0.3295804765,97,1,0.9931354023,97,0.9999790565,0.9706207127,97,0.3129203743,0.3129203743
98,0.5856745579,0.3493461304,98,1,0.994726108,98,0.9999881602,0.9756230158,98,0.3319509733,0.3319509733
99,0.604351531,0.3697275173,99,1,0.9959927216,99,0.9999934649,0.9799311622,99,0.3516116183,0.3516116183
100,0.622908244,0.3906898064,100,1,0.9969896254,100,0.9999964808,0.9836106287,100,0.3718733913,0.3718733913
101,0.6413022161,0.4121922345,101,1,0.9977649263,101,0.9999981524,0.9867262906,101,0.3927017764,0.3927017764
102,0.6594911663,0.4341880232,102,1,0.9983605134,102,0.9999990551,0.9893413504,102,0.4140565245,0.4140565245
103,0.6774333166,0.4566243723,103,1,0.9988122915,103,0.9999995297,0.9915164109,103,0.4358915813,0.4358915813
104,0.6950877006,0.4794425398,104,1,0.9991505537,104,0.9999997723,0.9933087063,104,0.4581550877,0.4581550877
105,0.712414475,0.5025780155,105,1,0.9994004561,105,0.9999998929,0.9947715041,105,0.4807894635,0.4807894635
106,0.7293752292,0.5259607981,106,1,0.9995825575,106,0.9999999511,0.9959536769,106,0.5037315799,0.5037315799
107,0.7459332903,0.5495157803,107,1,0.99971339,107,0.9999999783,0.9968994405,107,0.5269130307,0.5269130307
108,0.7620540179,0.5731632489,108,1,0.999806032,108,0.9999999907,0.9976482479,108,0.5502605064,0.5502605064
109,0.7777050849,0.5968194999,109,1,0.9998706594,109,0.9999999961,0.9982348205,109,0.5736962769,0.5736962769
110,0.7928567409,0.62039757,110,1,0.9999150578,110,0.9999999984,0.998689299,110,0.5971387834,0.5971387834
111,0.8074820529,0.6438080799,111,1,0.9999450824,111,0.9999999994,0.9990374908,111,0.6205033408,0.6205033408
112,0.8215571196,0.6669601833,112,1,0.999965061,112,0.9999999998,0.9993011896,112,0.6437029452,0.6437029452
113,0.8350612563,0.6897626105,113,1,0.9999781361,113,0.9999999999,0.9994985458,113,0.6666491821,0.6666491821
114,0.8479771466,0.7121247914,114,1,0.9999865486,114,1,0.9996444649,114,0.6892532235,0.6892532235
115,0.8602909575,0.7339580409,115,1,0.9999918673,115,1,0.9997510156,115,0.7114269013,0.7114269013
116,0.8719924171,0.7551767827,116,1,0.9999951703,116,1,0.9998278301,116,0.7330838388,0.7330838388
117,0.8830748515,0.7756997869,117,1,0.9999971841,117,1,0.9998824854,117,0.75414062,0.75414062
118,0.8935351811,0.7954513912,118,1,0.9999983889,118,1,0.9999208542,118,0.7745179727,0.7745179727
119,0.9033738753,0.814362676,119,1,0.9999990959,119,1,0.9999474208,119,0.7941419366,0.7941419366
120,0.9125948669,0.8323725594,120,1,0.9999995026,120,1,0.9999655573,120,0.8129449902,0.8129449902
121,0.9212054258,0.8494287805,121,1,0.9999997319,121,1,0.9999777607,121,0.8308671031,0.8308671031
122,0.9292159963,0.8654887376,122,1,0.9999998585,122,1,0.999985851,122,0.8478566842,0.8478566842
123,0.9366399984,0.8805201537,123,1,0.9999999269,123,1,0.9999911335,123,0.8638713959,0.8638713959
124,0.943493598,0.8945015409,124,1,0.999999963,124,1,0.9999945294,124,0.8788788055,0.8788788055
125,0.9497954493,0.9074224454,125,1,0.9999999817,125,1,0.999996678,125,0.8928568498,0.8928568498
126,0.9555664149,0.9192834572,126,1,0.9999999912,126,1,0.9999980153,126,0.9057940923,0.9057940923
127,0.9608292661,0.9300959785,127,1,0.9999999958,127,1,0.9999988339,127,0.9176897593,0.9176897593
128,0.9656083729,0.9398817521,128,1,0.9999999981,128,1,0.9999993265,128,0.9285535482,0.9285535482
129,0.9699293843,0.9486721595,129,1,0.9999999991,129,1,0.9999996177,129,0.9384052066,0.9384052066
130,0.973818908,0.9565073099,130,1,0.9999999996,130,1,0.9999997869,130,0.9472738929,0.9472738929
131,0.9773041939,0.9634349449,131,1,0.9999999998,131,1,0.9999998834,131,0.9551973342,0.9551973342
132,0.9804128253,0.969509196,132,1,0.9999999999,132,1,0.9999999374,132,0.962220806,0.962220806
133,0.9831724252,0.9747892356,133,1,1,133,1,0.999999967,133,0.968395966,0.968395966
134,0.9856103793,0.979337866,134,1,1,134,1,0.9999999829,134,0.9737795797,0.9737795797
135,0.9877535816,0.9832200945,135,1,1,135,1,0.9999999914,135,0.9784321793,0.9784321793
136,0.9896282053,0.9865017432,136,1,1,136,1,0.9999999957,136,0.9824167017,0.9824167017
137,0.9912595006,0.9892481354,137,1,1,137,1,0.9999999979,137,0.9857971478,0.9857971478
138,0.9926716226,0.991522902,138,1,1,138,1,0.999999999,138,0.9886373084,0.9886373084
139,0.9938874887,0.9933869389,139,1,1,139,1,0.9999999995,139,0.9909995945,0.9909995945
140,0.9949286675,0.9948975415,140,1,1,140,1,0.9999999998,140,0.992944004,0.992944004
141,0.9958152971,0.9961077321,141,1,1,141,1,0.9999999999,141,0.9945272521,0.9945272521
142,0.9965660326,0.9970657857,142,1,1,142,1,1,142,0.9958020805,0.9958020805
143,0.9971980215,0.9978149513,143,1,1,143,1,1,143,0.9968167548,0.9968167548
144,0.9977269034,0.9983933562,144,1,1,144,1,1,144,0.9976147488,0.9976147488
145,0.9981668328,0.9988340746,145,1,1,145,1,1,145,0.9982346051,0.9982346051
146,0.9985305216,0.9991653344,146,1,1,146,1,1,146,0.9987099586,0.9987099586
147,0.9988292978,0.9994108347,147,1,1,147,1,1,147,0.9990696967,0.9990696967
148,0.9990731786,0.9995901442,148,1,1,148,1,1,148,0.9993382345,0.9993382345
149,0.9992709527,0.9997191498,149,1,1,149,1,1,149,0.9995358734,0.9995358734
150,1,1,150,1,1,150,1,1,150,1,1
