234
0,29.4444444444
3600,28.3333333333
7200,27.7777777778
10800,27.2222222222
14400,26.6666666667
18000,26.6666666667
21600,26.1111111111
25200,25
28800,25.5555555556
32400,27.2222222222
36000,28.3333333333
39600,30.5555555556
43200,32.7777777778
46800,33.3333333333
50400,35
54000,35.5555555556
57600,36.6666666667
61200,37.2222222222
64800,36.6666666667
68400,36.1111111111
72000,34.4444444444
75600,32.7777777778
79200,32.2222222222
82800,31.6666666667
86400,30
90000,28.8888888889
93600,28.3333333333
97200,27.7777777778
100800,27.2222222222
104400,27.2222222222
108000,26.6666666667
111600,25.5555555556
115200,26.1111111111
118800,27.7777777778
122400,28.8888888889
126000,31.1111111111
129600,33.3333333333
133200,33.8888888889
136800,35.5555555556
140400,36.1111111111
144000,37.2222222222
147600,37.7777777778
151200,37.2222222222
154800,36.6666666667
158400,35
162000,33.3333333333
165600,32.7777777778
169200,32.2222222222
172800,29.4444444444
176400,28.3333333333
180000,27.7777777778
183600,27.2222222222
187200,26.6666666667
190800,26.6666666667
194400,26.1111111111
198000,25
201600,25.5555555556
205200,27.2222222222
208800,28.3333333333
212400,30.5555555556
216000,32.7777777778
219600,33.3333333333
223200,35
226800,35.5555555556
230400,36.6666666667
234000,37.2222222222
237600,36.6666666667
241200,36.1111111111
244800,34.4444444444
248400,32.7777777778
252000,32.2222222222
255600,31.6666666667
259200,30
262800,28.8888888889
266400,28.3333333333
270000,27.7777777778
273600,27.2222222222
277200,27.2222222222
280800,26.6666666667
284400,25.5555555556
288000,26.1111111111
291600,27.7777777778
295200,28.8888888889
298800,31.1111111111
302400,33.3333333333
306000,33.8888888889
309600,35.5555555556
313200,36.1111111111
316800,37.2222222222
320400,37.7777777778
324000,37.2222222222
327600,36.6666666667
331200,35
334800,33.3333333333
338400,32.7777777778
342000,32.2222222222
345600,29.4444444444
349200,28.3333333333
352800,27.7777777778
356400,27.2222222222
360000,26.6666666667
363600,26.6666666667
367200,26.1111111111
370800,25
374400,25.5555555556
378000,27.2222222222
381600,28.3333333333
385200,30.5555555556
388800,32.7777777778
392400,33.3333333333
396000,35
399600,35.5555555556
403200,36.6666666667
406800,37.2222222222
410400,36.6666666667
414000,36.1111111111
417600,34.4444444444
421200,32.7777777778
424800,32.2222222222
428400,31.6666666667
432000,30
435600,28.8888888889
439200,28.3333333333
442800,27.7777777778
446400,27.2222222222
450000,27.2222222222
453600,26.6666666667
457200,25.5555555556
460800,26.1111111111
464400,27.7777777778
468000,28.8888888889
471600,31.1111111111
475200,33.3333333333
478800,33.8888888889
482400,35.5555555556
486000,36.1111111111
489600,37.2222222222
493200,37.7777777778
496800,37.2222222222
500400,36.6666666667
504000,35
507600,33.3333333333
511200,32.7777777778
514800,32.2222222222
518400,29.4444444444
522000,28.3333333333
525600,27.7777777778
529200,27.2222222222
532800,26.6666666667
536400,26.6666666667
540000,26.1111111111
543600,25
547200,25.5555555556
550800,27.2222222222
554400,28.3333333333
558000,30.5555555556
561600,32.7777777778
565200,33.3333333333
568800,35
572400,35.5555555556
576000,36.6666666667
579600,37.2222222222
583200,36.6666666667
586800,36.1111111111
590400,34.4444444444
594000,32.7777777778
597600,32.2222222222
601200,31.6666666667
604800,30
608400,28.8888888889
612000,28.3333333333
615600,27.7777777778
619200,27.2222222222
622800,27.2222222222
626400,26.6666666667
630000,25.5555555556
633600,26.1111111111
637200,27.7777777778
640800,28.8888888889
644400,31.1111111111
648000,33.3333333333
651600,33.8888888889
655200,35.5555555556
658800,36.1111111111
662400,37.2222222222
666000,37.7777777778
669600,37.2222222222
673200,36.6666666667
676800,35
680400,33.3333333333
684000,32.7777777778
687600,32.2222222222
691200,29.4444444444
694800,28.3333333333
698400,27.7777777778
702000,27.2222222222
705600,26.6666666667
709200,26.6666666667
712800,26.1111111111
716400,25
720000,25.5555555556
723600,27.2222222222
727200,28.3333333333
730800,30.5555555556
734400,32.7777777778
738000,33.3333333333
741600,35
745200,35.5555555556
748800,36.6666666667
752400,37.2222222222
756000,36.6666666667
759600,36.1111111111
763200,34.4444444444
766800,32.7777777778
770400,32.2222222222
774000,31.6666666667
777600,30
781200,28.8888888889
784800,28.3333333333
788400,27.7777777778
792000,27.2222222222
795600,27.2222222222
799200,26.6666666667
802800,25.5555555556
806400,26.1111111111
810000,27.7777777778
813600,28.8888888889
817200,31.1111111111
820800,33.3333333333
824400,33.8888888889
828000,35.5555555556
831600,36.1111111111
835200,37.2222222222
838800,37.7777777778
